epoch,steps,training step,training data,training loss,training prec1,training prec5,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation error1,validation error5
31,12090,0.03521269529293745,0.0015600876930432443,0.23104996967774172,91.88100961538461,99.84975961538461,8.118990384615387,0.1502403846153868,0.015842045409769953,0.00704527203040787,0.41153810534477236,86.85,99.56,13.150000000000006,0.4399999999999977
32,12480,0.03562767872443566,0.0013885577519734702,0.22860245009263355,92.08333333333333,99.8457532051282,7.916666666666671,0.1542467948717956,0.01608956312831444,0.007331353199632862,0.43010779604911803,87.36,99.62,12.64,0.37999999999999545
33,12870,0.03558839834653414,0.0014301446767953725,0.2283359381250846,91.97916666666667,99.82371794871794,8.020833333333329,0.1762820512820582,0.01578890824619728,0.007106382635575306,0.38070208945274353,88.08,99.57,11.920000000000002,0.4300000000000068
34,13260,0.03565976375188583,0.0014106163611778846,0.21447762405643098,92.44991987179488,99.85977564102564,7.550080128205124,0.1402243589743648,0.016344106650050684,0.006262709822835801,0.37462664000988005,88.05,99.63,11.950000000000003,0.37000000000000455
35,13650,0.03522816682473207,0.0016224103096203926,0.21202270510869148,92.59415064102564,99.87780448717949,7.405849358974365,0.122195512820511,0.015993604177161107,0.006869313083117521,0.42637381525039675,87.23,99.65,12.769999999999996,0.3499999999999943
36,14040,0.03534246530288305,0.0013519739493345602,0.21147193383329954,92.64623397435898,99.84375,7.353766025641022,0.15625,0.01602751092065739,0.007245963132834133,0.4451578993797302,86.45,99.43,13.549999999999997,0.5699999999999932
37,14430,0.035674345798981495,0.0015287338159023188,0.20672901534499266,92.80849358974359,99.85176282051282,7.191506410256409,0.1482371794871824,0.01622424849980994,0.0067907435984551155,0.4494254354000092,86.34,99.46,13.659999999999997,0.5400000000000063
38,14820,0.0354718104386941,0.001364424901130872,0.20676334637861984,92.71233974358974,99.86979166666667,7.287660256410263,0.1302083333333286,0.016639151150667216,0.007122537757776961,0.3846665339946747,87.88,99.55,12.120000000000005,0.45000000000000284
39,15210,0.03551738751240266,0.0013637096453935672,0.2008572772718393,92.95272435897436,99.86979166666667,7.047275641025635,0.1302083333333286,0.016313142414334455,0.007188564614404606,0.3878318243026733,88.26,99.53,11.739999999999995,0.46999999999999886
40,15600,0.03561196021544628,0.001619730851589105,0.1991095230365411,92.98076923076923,99.87780448717949,7.019230769230774,0.122195512820511,0.015897249873680405,0.0073493432395065885,0.3894362004756928,88.13,99.58,11.870000000000005,0.4200000000000017
41,15990,0.035622216493655476,0.0014037829179030198,0.19965354689420797,93.03285256410257,99.87580128205128,6.967147435897431,0.1241987179487154,0.016309348842765713,0.006355406362799149,0.3877774957180023,87.72,99.54,12.280000000000001,0.45999999999999375
42,16380,0.03555336609864846,0.0015721626770802033,0.1986813162190792,93.09695512820512,99.90384615384616,6.903044871794876,0.0961538461538396,0.016538647156727464,0.007379960410202606,0.4072997577190399,87.93,99.52,12.069999999999993,0.480000000000004
43,16770,0.035689263466076974,0.0016639972344422952,0.19039068788481064,93.3233173076923,99.87179487179488,6.676682692307693,0.1282051282051242,0.016291277318061154,0.007402075996881799,0.35181058565378187,88.83,99.56,11.170000000000002,0.4399999999999977
44,17160,0.0356141175979223,0.0016014508711986054,0.1856656461667556,93.34735576923077,99.92588141025641,6.652644230769226,0.0741185897435912,0.015888389152816578,0.00718692586391787,0.45227642027139664,86.22,99.64,13.780000000000001,0.35999999999999943
45,17550,0.034784782238495654,0.0015277355145185423,0.1870641976977006,93.3954326923077,99.90384615384616,6.604567307692307,0.0961538461538396,0.01597274104251137,0.006802492503878437,0.42214739890098574,87.54,99.6,12.459999999999994,0.4000000000000057
46,17940,0.035480023653079305,0.001409751329666529,0.1799067477003122,93.71794871794872,99.921875,6.282051282051285,0.078125,0.01610057867026027,0.007270553444005266,0.5362946569442749,85.38,99.57,14.620000000000005,0.4300000000000068
47,18330,0.03490221561529697,0.0016225484701303335,0.18427631795788424,93.5136217948718,99.90384615384616,6.486378205128204,0.0961538461538396,0.015767043149923977,0.007118161720565602,0.3798575099468231,88.72,99.58,11.280000000000001,0.4200000000000017
48,18720,0.035640170635321204,0.001585713410988832,0.1793840868732868,93.53565705128206,99.91586538461539,6.464342948717942,0.0841346153846132,0.01646822011923488,0.007140503653997108,0.41708162288665773,87.2,99.57,12.799999999999997,0.4300000000000068
49,19110,0.035723636089227136,0.001578818223415277,0.1758753633651978,93.76001602564102,99.92988782051282,6.239983974358978,0.0701121794871824,0.01594496980498109,0.007216356977631774,0.3528177424907684,89.41,99.61,10.590000000000003,0.39000000000000057
50,19500,0.034638307644770695,0.0016239624757033127,0.17570218760997822,93.90224358974359,99.91185897435898,6.097756410256409,0.088141025641022,0.01657868337027634,0.007046690470055688,0.38787428978681565,88.7,99.6,11.299999999999997,0.4000000000000057
51,19890,0.035381605074955864,0.0013938323045388247,0.17683424138678955,93.7479967948718,99.92988782051282,6.252003205128204,0.0701121794871824,0.01611794097514092,0.0066359857969646215,0.4506540175199509,86.71,99.63,13.290000000000006,0.37000000000000455
52,20280,0.03534345382299179,0.0015075371815608098,0.17553474529622456,93.89623397435898,99.90785256410257,6.103766025641022,0.0921474358974308,0.016475988339774216,0.007261656507661071,0.3517161527633667,88.94,99.61,11.060000000000002,0.39000000000000057
53,20670,0.034639994303385414,0.0015414030123979618,0.16679040657786223,94.140625,99.93189102564102,5.859375,0.068108974358978,0.01590659044965913,0.00755314887324466,0.4186936676979065,87.78,99.59,12.219999999999999,0.4099999999999966
54,21060,0.03534597555796305,0.0014995428232046275,0.17620787737079155,93.82411858974359,99.91386217948718,6.175881410256409,0.0861378205128176,0.01596368717241891,0.006932904448690293,0.4688692535877228,86.92,99.47,13.079999999999998,0.5300000000000011
55,21450,0.03535158878717667,0.0014318013802552835,0.17469347956088874,93.85817307692308,99.91786858974359,6.14182692307692,0.0821314102564088,0.016490815561028976,0.007022296326069892,0.3755828355789185,88.86,99.57,11.14,0.4300000000000068
56,21840,0.03555162931099916,0.0015792730527046399,0.17588569478919872,93.92628205128206,99.921875,6.073717948717942,0.078125,0.01631234265580962,0.006933586506903926,0.3826507432937622,88.43,99.57,11.569999999999993,0.4300000000000068
57,22230,0.0352424022478935,0.0014735124050042569,0.16218091518833086,94.26883012820512,99.93189102564102,5.731169871794876,0.068108974358978,0.016117394724978678,0.0075319658351849905,0.44139632654190064,86.77,99.67,13.230000000000004,0.3299999999999983
58,22620,0.035204574389335434,0.001463753137833033,0.16467397566407155,94.16266025641026,99.93790064102564,5.837339743589737,0.062099358974364804,0.01602267917198471,0.0072972593428213385,0.3598381115913391,89.06,99.69,10.939999999999998,0.3100000000000023
59,23010,0.035213346359057304,0.0014429245239649063,0.16115884585067247,94.17267628205128,99.93790064102564,5.827323717948715,0.062099358974364804,0.016425962689556654,0.007181596152390106,0.34498391871452333,89.65,99.62,10.349999999999994,0.37999999999999545
60,23400,0.0355130672454834,0.0015953938166300456,0.16347974838736729,94.24879807692308,99.93589743589743,5.75120192307692,0.0641025641025692,0.016405018070076084,0.006876097449773475,0.39641512691378594,88.33,99.5,11.670000000000002,0.5
61,23790,0.03522487359169202,0.001644578958169008,0.1612203482251901,94.3329326923077,99.9599358974359,5.667067307692307,0.0400641025641022,0.016088956519018247,0.007335804685761657,0.40069321131706237,88.61,99.65,11.39,0.3499999999999943
62,24180,0.03557799596052903,0.0014431213721250876,0.16064962492539334,94.34294871794872,99.91786858974359,5.657051282051285,0.0821314102564088,0.01582926134519939,0.007165386706967897,0.3556713101863861,89.44,99.67,10.560000000000002,0.3299999999999983
63,24570,0.03537804591350066,0.0013570950581477238,0.16097289318075547,94.19070512820512,99.93389423076923,5.809294871794876,0.0661057692307736,0.01619699936878832,0.007075261466110809,0.37240310382843017,88.94,99.59,11.060000000000002,0.4099999999999966
64,24960,0.03552309916569636,0.001606597044529059,0.1517494349143444,94.63942307692308,99.9639423076923,5.36057692307692,0.0360576923076934,0.01612572730342044,0.007538738130014154,0.3623370701789856,89.28,99.71,10.719999999999999,0.29000000000000625
65,25350,0.03478491673102746,0.001481914520263672,0.1545891415136747,94.5292467948718,99.9599358974359,5.470753205128204,0.0400641025641022,0.016087465648409686,0.006869977033590969,0.4083126879453659,88.03,99.46,11.969999999999999,0.5400000000000063
66,25740,0.03546230609600361,0.0014371089446238983,0.15502404213333743,94.6494391025641,99.94991987179488,5.350560897435898,0.0500801282051242,0.01574585709390761,0.00710028636304638,0.3865671466827393,88.35,99.7,11.650000000000006,0.29999999999999716
67,26130,0.03533790233807686,0.0015093063696836814,0.15002793808205006,94.69551282051282,99.93790064102564,5.304487179487182,0.062099358974364804,0.01632940316502052,0.007386777974382232,0.39440402574539185,88.02,99.68,11.980000000000004,0.3199999999999932
68,26520,0.03514964213738075,0.0014054365647144806,0.1572144003919302,94.51722756410257,99.92588141025641,5.482772435897431,0.0741185897435912,0.016119778910769694,0.007528703423995006,0.4337244228363037,88.01,99.51,11.989999999999995,0.4899999999999949
69,26910,0.03480229072081737,0.0013535438439784906,0.1512175323966986,94.71554487179488,99.94591346153847,5.284455128205124,0.054086538461532996,0.0164123305791541,0.006950324094748195,0.3861277273654938,88.62,99.64,11.379999999999995,0.35999999999999943
70,27300,0.03547539955530411,0.0014701097439496944,0.14976915304477398,94.71554487179488,99.95192307692308,5.284455128205124,0.0480769230769198,0.01601671870750717,0.007156701027592526,0.34537017447948454,89.36,99.65,10.64,0.3499999999999943
71,27690,0.035560184870010766,0.0014060301658434745,0.14954247010441926,94.7295673076923,99.94391025641026,5.270432692307693,0.056089743589737395,0.015797974188116532,0.007184798204446141,0.3740898833274841,88.82,99.67,11.180000000000007,0.3299999999999983
72,28080,0.03475515292241023,0.0013978750277788212,0.14766981560641373,94.81770833333333,99.93990384615384,5.182291666666671,0.060096153846160405,0.016291720957695682,0.007148211515402492,0.4004992477416992,89.18,99.54,10.819999999999993,0.45999999999999375
73,28470,0.035682041217119265,0.0016038063244941908,0.14735917698305387,94.73357371794872,99.94791666666667,5.266426282051285,0.052083333333328596,0.0159618945061406,0.007299027865446067,0.37502995347976686,89.6,99.65,10.400000000000006,0.3499999999999943
74,28860,0.035663568667876414,0.0015999836799425956,0.14278622752007766,95.02804487179488,99.95392628205128,4.971955128205124,0.0460737179487154,0.015816259987746613,0.007153417490705659,0.43920552344322206,87.67,99.65,12.329999999999998,0.3499999999999943
75,29250,0.035543072529328174,0.0014114716114142002,0.151113084751444,94.66546474358974,99.95392628205128,5.334535256410263,0.0460737179487154,0.016279093826873394,0.0070488181295274175,0.3675875493049622,89.17,99.72,10.829999999999998,0.28000000000000114
76,29640,0.03542039822309445,0.0013907328630105044,0.14561509889287827,94.87780448717949,99.94391025641026,5.122195512820511,0.056089743589737395,0.016183107714109784,0.006851365294637559,0.4110061115026474,88.59,99.57,11.409999999999997,0.4300000000000068
77,30030,0.03463166126838097,0.0014690931026752178,0.14354171914358935,94.9979967948718,99.93990384615384,5.002003205128204,0.060096153846160405,0.01593251771564725,0.006937467599216896,0.4235510771751404,88.22,99.73,11.780000000000001,0.269999999999996
78,30420,0.03495277135800093,0.0014026103875575922,0.138156018874202,95.16626602564102,99.94391025641026,4.833733974358978,0.056089743589737395,0.016202884384348422,0.007034739361533635,0.366855011677742,89.45,99.67,10.549999999999997,0.3299999999999983
79,30810,0.035657778764382385,0.0014149036162938828,0.13945862249686167,95.08213141025641,99.96594551282051,4.917868589743591,0.034054487179489,0.01738465888590752,0.008167565623416176,0.3635638065338135,89.99,99.66,10.010000000000005,0.3400000000000034
80,31200,0.03539842642270602,0.001611479734763121,0.14000920061117564,95.05208333333333,99.95392628205128,4.947916666666671,0.0460737179487154,0.017824987821941134,0.008823895756202408,0.3708091271877289,89.19,99.62,10.810000000000002,0.37999999999999545
81,31590,0.036319500972063115,0.002040565930880033,0.14368410389392805,94.98597756410257,99.95192307692308,5.014022435897431,0.0480769230769198,0.01583972761902628,0.006961212882512733,0.35062870955467224,89.31,99.75,10.689999999999998,0.25
82,31980,0.035710919209015674,0.0014214747991317359,0.07348892223328735,97.57211538461539,99.99198717948718,2.427884615384613,0.008012820512817598,0.015925135793565196,0.007072994980630996,0.2567565745353699,92.18,99.81,7.819999999999993,0.18999999999999773
83,32370,0.03563284446031619,0.001378491597297864,0.05118090203031898,98.36538461538461,99.99599358974359,1.6346153846153868,0.004006410256408799,0.01620997658258752,0.007313348069975648,0.25687199792861937,92.47,99.83,7.530000000000001,0.1700000000000017
84,32760,0.03529530610793676,0.0015540495896950747,0.04140365406846962,98.65384615384616,99.99599358974359,1.3461538461538396,0.004006410256408799,0.016365992872020865,0.0070655768430685694,0.26165280408859254,92.59,99.81,7.409999999999997,0.18999999999999773
85,33150,0.03543238089634822,0.0015380572050045698,0.03630510535903084,98.85016025641026,99.9979967948718,1.1498397435897374,0.0020032051282043994,0.01618011691902257,0.007112593590458737,0.2640983853340149,92.75,99.84,7.25,0.1599999999999966
86,33540,0.03552587521381867,0.0015053260020720654,0.03196647475616863,99.03846153846153,100.0,0.961538461538467,0.0,0.015862368330170837,0.006641065018086494,0.27006090660095217,92.87,99.81,7.1299999999999955,0.18999999999999773
87,33930,0.03554476958054763,0.0014152270096998948,0.027404320125993437,99.1806891025641,99.99599358974359,0.8193108974358978,0.004006410256408799,0.01594355740124666,0.006975216201589077,0.26692840490341185,93.06,99.87,6.939999999999998,0.12999999999999545
88,34320,0.035448224116594367,0.0013925527914976463,0.026468313693140563,99.1806891025641,99.99399038461539,0.8193108974358978,0.006009615384613198,0.016437590876712076,0.007547619976574862,0.2756809551239014,92.76,99.81,7.239999999999995,0.18999999999999773
89,34710,0.035389127486791364,0.001435087277339055,0.022832154318427618,99.31891025641026,99.9979967948718,0.6810897435897374,0.0020032051282043994,0.01569493812850759,0.0070446714570250694,0.27888411598205565,92.74,99.79,7.260000000000005,0.20999999999999375
90,35100,0.03568123731857691,0.0013537192955995218,0.021228787321477937,99.39302884615384,100.0,0.6069711538461604,0.0,0.01592929755585103,0.007155198085157177,0.28669118137359617,92.87,99.78,7.1299999999999955,0.21999999999999886
91,35490,0.035199949068900865,0.0013975938161214193,0.020479000717974625,99.39302884615384,100.0,0.6069711538461604,0.0,0.015629665761054318,0.006620223009133641,0.2908387400627136,92.74,99.75,7.260000000000005,0.25
92,35880,0.035124532381693524,0.001659389642568735,0.019066702737472952,99.45913461538461,100.0,0.5408653846153868,0.0,0.01593169079551214,0.006825428974779346,0.2979774565696716,92.73,99.75,7.269999999999996,0.25
93,36270,0.03456371136200734,0.0014311821032793094,0.01802437984927868,99.46113782051282,99.9979967948718,0.5388621794871824,0.0020032051282043994,0.0160420363462424,0.007503409928913358,0.2956072186470032,92.79,99.75,7.209999999999994,0.25
94,36660,0.03529688639518542,0.0013670554527869592,0.01743920175985505,99.4931891025641,100.0,0.5068108974358978,0.0,0.015746822840050807,0.007277437403232236,0.2989677800178528,92.85,99.77,7.150000000000006,0.23000000000000398
95,37050,0.03463416405213185,0.0016353246493217273,0.014903853548905598,99.56530448717949,100.0,0.434695512820511,0.0,0.016015958182419403,0.006491993047014068,0.302833842086792,92.8,99.77,7.200000000000003,0.23000000000000398
96,37440,0.035059021069453314,0.0013622277822249976,0.014984650690801059,99.57732371794872,100.0,0.4226762820512846,0.0,0.01569293118730376,0.00708454771886898,0.30359944143295287,93.01,99.78,6.989999999999995,0.21999999999999886
97,37830,0.0352525851665399,0.001361233760149051,0.013377276218782824,99.63541666666667,100.0,0.3645833333333286,0.0,0.015471567081499703,0.0071073725253720825,0.3103085119247437,93.02,99.77,6.980000000000004,0.23000000000000398
98,38220,0.03570470565404647,0.0015393770658052885,0.013265678915195167,99.59134615384616,100.0,0.4086538461538396,0.0,0.01584387127357193,0.006286904781679564,0.31233803482055666,92.75,99.77,7.25,0.23000000000000398
99,38610,0.03461133455618834,0.0014756178244566306,0.012710252863456471,99.61939102564102,100.0,0.380608974358978,0.0,0.015886551217187808,0.007233858108520508,0.3189622731208801,92.97,99.72,7.030000000000001,0.28000000000000114
100,39000,0.03453680185171274,0.0014406106410882412,0.011852486547416984,99.66746794871794,99.9979967948718,0.3325320512820582,0.0020032051282043994,0.015954189662691912,0.006944849521298951,0.31882078256607055,93.0,99.74,7.0,0.2600000000000051
101,39390,0.034699459564991486,0.0014853679216825044,0.010943438642425463,99.69951923076923,100.0,0.3004807692307736,0.0,0.01586774934696246,0.0074148449716688715,0.3268342032432556,92.84,99.8,7.159999999999997,0.20000000000000284
102,39780,0.035565119523268476,0.0016320466995239258,0.011482837054585943,99.6514423076923,100.0,0.3485576923076934,0.0,0.01651907872550095,0.006438714039476612,0.32910280361175537,92.79,99.76,7.209999999999994,0.23999999999999488
103,40170,0.03527778662168063,0.0015242741658137394,0.010742995022491623,99.68349358974359,100.0,0.3165064102564088,0.0,0.01595364039457297,0.0074387562425830694,0.3272423935890198,92.85,99.78,7.150000000000006,0.21999999999999886
104,40560,0.03568845039758927,0.001489542692135542,0.010364941564069178,99.73357371794872,100.0,0.2664262820512846,0.0,0.015786795676509036,0.007102124298675151,0.33459999713897703,92.83,99.72,7.170000000000002,0.28000000000000114
105,40950,0.035872856164589906,0.001969416936238607,0.009146558154577341,99.765625,100.0,0.234375,0.0,0.016159268874156325,0.007087444957298569,0.3332480285644531,92.93,99.74,7.069999999999993,0.2600000000000051
106,41340,0.03502016678834573,0.0016046896958962465,0.009753802918100681,99.70152243589743,100.0,0.2984775641025692,0.0,0.015403065500380118,0.007046605967268159,0.3329390917778015,92.69,99.77,7.310000000000002,0.23000000000000398
107,41730,0.03462465176215539,0.0015813479056725134,0.009457058854735433,99.73157051282051,100.0,0.268429487179489,0.0,0.01564711860463589,0.006996221180203595,0.3319021240234375,93.15,99.76,6.849999999999994,0.23999999999999488
108,42120,0.03490225474039713,0.0014586491462511893,0.008156991939549932,99.77964743589743,100.0,0.2203525641025692,0.0,0.016038134128232545,0.007272512097901936,0.3322603084564209,93.14,99.76,6.859999999999999,0.23999999999999488
109,42510,0.0355084498723348,0.0016008340395413912,0.008067373376644146,99.78365384615384,100.0,0.2163461538461604,0.0,0.016023985947234722,0.007225824307791794,0.34156281661987303,92.83,99.82,7.170000000000002,0.18000000000000682
110,42900,0.03562485376993815,0.0014166691364386143,0.00813299021564233,99.77764423076923,100.0,0.2223557692307736,0.0,0.01597300662270075,0.006835164903085443,0.33915125942230223,92.92,99.71,7.079999999999998,0.29000000000000625
111,43290,0.03529074192047119,0.0014697759579389523,0.008075275257802926,99.73557692307692,100.0,0.2644230769230802,0.0,0.01613051076478596,0.007163198688362218,0.3437760503768921,92.8,99.79,7.200000000000003,0.20999999999999375
112,43680,0.03518598324213273,0.0016176095375647912,0.008076855655571518,99.77564102564102,100.0,0.224358974358978,0.0,0.01603888861740692,0.007187508329560485,0.34512472047805787,93.1,99.76,6.900000000000006,0.23999999999999488
113,44070,0.03563777850224421,0.001479800542195638,0.007694397384050087,99.79166666666667,99.9979967948718,0.2083333333333286,0.0020032051282043994,0.015964357158805752,0.00736376001865049,0.3472447778701782,92.9,99.76,7.099999999999994,0.23999999999999488
114,44460,0.03574305375417074,0.0015568971633911134,0.007461238311952912,99.8056891025641,100.0,0.1943108974358978,0.0,0.015759114977679674,0.00725288632549817,0.36246623878479006,93.01,99.8,6.989999999999995,0.20000000000000284
115,44850,0.035052013397216794,0.001557471813299717,0.007117452893334513,99.81169871794872,99.9979967948718,0.1883012820512846,0.0020032051282043994,0.016263294823562043,0.007235026057762436,0.3602638112068176,92.89,99.75,7.109999999999999,0.25
116,45240,0.03547129019712791,0.001422563577309633,0.007174975757534879,99.79166666666667,100.0,0.2083333333333286,0.0,0.01577173909054527,0.006569406654261336,0.35948867959976194,92.91,99.72,7.090000000000003,0.28000000000000114
117,45630,0.035596646406711674,0.0015848630513900365,0.007145948470898498,99.81370192307692,100.0,0.1862980769230802,0.0,0.015645455710495575,0.006967834279507022,0.36357872982025147,92.79,99.76,7.209999999999994,0.23999999999999488
118,46020,0.03470687866210938,0.0014423498740563025,0.007324059669656727,99.78165064102564,100.0,0.2183493589743648,0.0,0.01576320732696147,0.007191742522807061,0.3582391366958618,92.88,99.77,7.1200000000000045,0.23000000000000398
119,46410,0.035562356313069664,0.001661378298050318,0.0075855088557522645,99.77764423076923,100.0,0.2223557692307736,0.0,0.015955161444748504,0.007003938095479072,0.3622810450553894,92.85,99.77,7.150000000000006,0.23000000000000398
120,46800,0.035411378664848135,0.0015883415173261594,0.005560362968110265,99.8798076923077,100.0,0.1201923076923066,0.0,0.016305006003078028,0.007140639462048495,0.36604616355895997,92.86,99.75,7.140000000000001,0.25
